0.39	0.4
0.42	0.43
0.6	0.6
0.8	0.8
1.25	1.26
2.79	2.81
2.86	2.88
2.97	2.98
3.02	3.03
3.17	3.17
3.19	3.19
3.21	3.21
3.45	3.49
3.65	3.65
3.8	3.83
4.12	4.14
4.28	4.29
4.77	4.8
4.91	4.91
4.96	4.97
5.41	5.44
5.51	5.51
5.64	5.64
5.95	5.95
5.99	6.04
6.66	6.69
6.85	6.85
6.87	6.87
7.01	7.02
8.43	8.43
8.63	8.63
8.94	8.94
8.98	8.98
9.31	9.34
9.39	9.4
9.63	9.63
9.87	9.87
